Geneid	L10_WT1	L10_WT2	L10_WT3	L10_WT4	L1_WT1	L1_WT2	L1_WT4	p13_WT1	p13_WT2	p13_WT3	p13_WT4	p6_WT1	p6_WT2	p6_WT4
ENSMUSG00000096866	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102296	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103209	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000104027	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000102407	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103214	0	0	0	0	0	0	0	2	0	0	0	1	0	0
ENSMUSG00000104100	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000084740	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103889	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000101301	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104221	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSMUSG00000102250	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000102317	0	0	0	0	0	0	1	0	0	2	1	0	0	0
ENSMUSG00000103563	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000102465	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ENSMUSG00000102659	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000103924	0	0	0	0	0	0	0	2	2	2	0	1	0	0
ENSMUSG00000104132	0	0	0	0	1	0	0	1	1	0	4	0	0	0
ENSMUSG00000102747	0	0	0	0	0	0	0	2	0	1	0	0	0	0
ENSMUSG00000102386	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101618	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099458	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073722	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095256	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101514	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000101033	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101372	0	0	0	0	0	0	0	0	0	0	1	0	2	0
ENSMUSG00000103241	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086240	1	0	1	0	2	1	1	4	7	4	9	0	3	0
ENSMUSG00000048411	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081557	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000058590	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101235	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080625	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080391	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099257	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099492	1	0	4	1	3	6	4	13	14	14	9	6	9	8
ENSMUSG00000101726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096829	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098883	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100261	0	0	0	0	0	0	2	3	0	0	0	1	1	1
ENSMUSG00000101180	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000048874	688	701	1029	477	1983	1564	2070	3708	3573	3748	4957	787	1155	1148
ENSMUSG00000103783	4	9	18	10	62	47	45	174	127	119	176	36	18	43
ENSMUSG00000104315	9	14	34	15	67	68	91	280	197	168	244	64	76	81
ENSMUSG00000026064	132	151	220	110	739	622	765	1624	1678	1360	1958	195	414	347
ENSMUSG00000086151	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000086726	0	0	0	0	0	0	0	0	1	0	0	0	2	0
ENSMUSG00000087346	0	0	0	0	0	0	0	1	0	0	3	1	1	0
ENSMUSG00000100371	1	1	0	0	3	3	3	45	21	7	29	8	12	4
ENSMUSG00000100237	1	0	1	0	5	2	6	24	8	9	11	4	3	4
ENSMUSG00000098529	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000086727	0	0	0	0	2	0	0	3	0	0	0	0	0	0
ENSMUSG00000100910	0	0	0	0	2	0	4	7	1	5	3	1	1	2
ENSMUSG00000099796	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050217	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000026063	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077664	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100592	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094215	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101093	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070960	2	1	2	1	0	2	2	0	8	6	4	1	1	3
ENSMUSG00000088620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026058	0	0	1	0	1	0	1	4	8	10	11	0	0	0
ENSMUSG00000064688	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103482	0	0	0	0	0	0	0	3	1	2	4	0	2	0
ENSMUSG00000104498	0	0	0	0	0	0	0	1	3	1	3	0	0	1
ENSMUSG00000104313	0	0	0	0	0	0	0	3	3	0	1	0	0	0
ENSMUSG00000102865	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000102321	0	0	0	0	0	0	0	2	1	0	3	0	0	0
ENSMUSG00000091318	0	0	0	0	0	0	0	3	0	2	1	0	0	0
ENSMUSG00000089489	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102926	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100497	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102917	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100481	0	1	0	0	1	0	2	2	2	6	4	1	1	1
ENSMUSG00000100590	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088750	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000104230	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000101754	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000065223	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100318	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000101612	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSMUSG00000065260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026134	21	12	34	14	215	228	123	520	505	549	740	103	136	231
ENSMUSG00000101682	0	0	1	0	1	0	1	7	3	5	10	4	1	6
ENSMUSG00000102714	0	3	1	2	28	21	16	107	76	76	97	20	18	37
ENSMUSG00000102093	0	0	2	1	4	5	3	13	8	8	4	2	1	3
ENSMUSG00000103746	0	0	1	1	3	2	3	1	3	1	7	0	0	1
ENSMUSG00000102198	1	0	0	0	0	1	1	5	1	1	6	1	0	1
ENSMUSG00000004768	27	12	45	16	145	128	112	375	367	415	506	85	122	120
ENSMUSG00000042215	88	70	121	49	303	291	273	336	423	435	513	59	74	141
ENSMUSG00000103072	0	1	0	0	1	3	0	3	2	4	2	1	1	2
ENSMUSG00000042197	140	202	341	148	1072	988	1336	3760	3282	3634	4768	700	908	993
ENSMUSG00000081402	0	0	0	1	1	0	0	0	3	3	4	0	1	3
ENSMUSG00000042182	2	8	11	6	9	9	21	33	28	37	52	2	5	14
ENSMUSG00000104416	0	0	0	0	0	0	0	4	1	3	1	0	0	1
ENSMUSG00000026131	150	258	371	148	764	659	685	1209	1133	939	1325	400	463	512
ENSMUSG00000103888	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103596	0	1	1	0	4	2	4	14	5	9	11	5	5	6
ENSMUSG00000099382	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000084506	0	0	0	0	0	0	0	1	0	1	1	1	0	0
ENSMUSG00000103364	2	9	11	4	49	29	48	144	100	73	85	26	33	40
ENSMUSG00000105982	0	0	0	0	1	0	1	0	3	1	3	3	0	0
ENSMUSG00000103405	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096992	10	24	37	17	129	101	95	234	238	163	328	96	74	91
ENSMUSG00000104475	288	442	676	270	925	659	574	732	691	600	767	236	217	222
ENSMUSG00000103001	1	12	6	2	37	11	20	42	17	19	46	13	4	19
ENSMUSG00000104397	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000102839	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101206	1	0	1	0	0	0	1	0	0	0	2	0	0	0
ENSMUSG00000101462	3	1	2	1	21	17	29	39	19	33	43	6	4	12
ENSMUSG00000102336	10	25	60	21	196	148	332	354	256	312	295	119	67	79
ENSMUSG00000092852	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042111	77	46	81	49	254	249	278	338	397	439	571	64	76	140
ENSMUSG00000101711	0	1	0	0	1	0	2	0	3	3	2	2	0	0
ENSMUSG00000026127	169	156	228	123	704	675	711	903	877	1029	1208	198	294	381
ENSMUSG00000026126	144	213	340	148	724	681	696	602	454	554	582	220	86	268
ENSMUSG00000100280	8	20	35	6	81	62	76	130	72	82	122	44	16	34
ENSMUSG00000101223	1	3	3	4	3	4	4	10	5	7	6	1	3	1
ENSMUSG00000026125	0	0	0	0	0	0	0	0	2	0	0	0	0	1
ENSMUSG00000101116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101803	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037529	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000045815	4	0	0	1	1	1	0	0	0	0	0	0	1	1
ENSMUSG00000045174	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000100524	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102499	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103521	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000104098	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037509	5	4	13	6	51	54	59	209	180	219	225	45	70	80
ENSMUSG00000106790	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102537	0	0	0	0	0	1	0	1	2	1	2	1	0	0
ENSMUSG00000102612	0	0	0	0	0	0	2	0	2	1	2	0	0	0
ENSMUSG00000104002	1	3	2	4	29	12	27	57	31	38	63	20	11	17
ENSMUSG00000037503	433	459	774	307	1646	1591	1953	3286	3406	4124	4490	770	1261	1225
ENSMUSG00000104358	7	18	42	9	77	59	111	328	256	254	289	68	58	93
ENSMUSG00000026123	92	67	92	44	227	213	232	409	574	457	602	132	193	211
ENSMUSG00000103716	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103548	0	0	0	0	0	0	0	0	1	0	1	0	1	1
ENSMUSG00000103760	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSMUSG00000103997	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104417	0	0	0	0	2	0	3	4	7	3	3	1	2	3
ENSMUSG00000064601	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101714	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102531	0	0	0	0	0	0	0	1	6	1	0	0	0	0
ENSMUSG00000103096	0	0	0	0	1	0	0	2	3	1	2	0	0	0
ENSMUSG00000102279	0	0	0	0	0	0	1	11	5	4	2	6	2	3
ENSMUSG00000103708	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000104201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102434	1	2	2	3	3	5	4	9	3	12	5	8	0	3
ENSMUSG00000045216	611	697	1094	504	1083	991	1305	989	987	1095	1034	302	252	382
ENSMUSG00000104523	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102202	5	5	15	13	42	22	26	45	45	35	37	7	20	25
ENSMUSG00000037470	741	919	1171	538	4787	4331	3547	3610	3848	3781	4590	744	1088	1281
ENSMUSG00000098752	0	0	0	0	0	1	2	4	0	2	2	0	0	1
ENSMUSG00000047180	13	16	19	8	33	41	60	153	173	243	267	49	76	88
ENSMUSG00000037447	162	390	439	203	663	617	907	558	439	551	539	298	225	338
ENSMUSG00000102762	0	2	4	0	4	6	6	26	18	25	21	5	6	6
ENSMUSG00000010453	177	230	325	151	766	704	972	1724	1574	1705	1938	600	643	701
ENSMUSG00000098680	0	0	0	0	0	0	0	1	0	0	4	3	0	0
ENSMUSG00000037432	16	30	55	19	98	69	84	213	245	199	215	65	58	82
ENSMUSG00000001143	39	76	123	49	353	267	280	969	1099	940	974	251	287	269
ENSMUSG00000037408	54	72	105	58	302	303	143	275	295	338	276	62	126	155
ENSMUSG00000104316	2	3	12	1	25	19	6	31	28	19	37	12	9	17
ENSMUSG00000106081	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001138	139	163	216	89	419	408	432	588	609	642	567	194	235	241
ENSMUSG00000102845	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067653	9	22	32	13	30	37	24	29	28	31	29	23	16	29
ENSMUSG00000103661	0	0	0	0	0	0	2	0	0	1	0	0	0	0
ENSMUSG00000079610	24	34	60	23	106	99	115	186	145	158	170	49	56	80
ENSMUSG00000026121	43	63	102	38	293	310	462	940	925	1047	960	560	420	525
ENSMUSG00000087589	3	3	3	6	14	21	36	68	52	94	83	29	27	33
ENSMUSG00000046337	1	0	1	0	8	5	7	70	53	69	74	14	10	34
ENSMUSG00000089906	0	0	0	0	0	0	1	1	1	1	2	1	0	0
ENSMUSG00000077939	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061518	349	340	410	264	1074	935	698	1139	1526	1336	1602	132	431	364
ENSMUSG00000037351	417	448	572	277	1490	1438	1344	1235	1615	1692	1811	352	687	623
ENSMUSG00000102416	1	0	0	0	0	0	0	2	2	2	2	0	1	1
ENSMUSG00000104237	0	0	0	0	0	0	1	1	3	2	1	0	0	0
ENSMUSG00000106804	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000026117	1	2	4	1	4	8	12	6	4	11	6	13	8	14
ENSMUSG00000097291	0	0	0	0	1	0	0	0	0	1	1	5	0	1
ENSMUSG00000026116	272	425	618	253	1374	1191	1384	2766	2794	2916	3445	552	786	796
ENSMUSG00000103016	0	0	0	0	3	2	0	8	11	5	17	1	0	2
ENSMUSG00000102930	3	9	18	6	35	30	42	162	145	112	145	27	29	33
ENSMUSG00000103159	6	13	36	5	67	55	88	256	176	154	268	54	45	55
ENSMUSG00000080054	0	0	1	1	1	0	2	0	2	1	1	0	0	0
ENSMUSG00000095944	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000050122	0	0	1	0	0	2	5	8	9	5	13	5	3	2
ENSMUSG00000103603	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026114	0	0	0	0	0	0	0	0	4	0	4	0	2	1
ENSMUSG00000102231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026113	40	64	128	50	299	237	404	860	804	911	1007	307	309	396
ENSMUSG00000086064	1	1	5	1	9	8	10	39	32	29	39	12	7	11
ENSMUSG00000102879	0	0	1	1	6	3	6	20	11	20	18	2	1	8
ENSMUSG00000026112	453	484	659	346	1373	1136	1220	2237	2863	2622	3319	329	702	602
ENSMUSG00000026111	208	179	279	133	485	442	456	759	789	831	1052	93	137	192
ENSMUSG00000026110	390	478	654	314	1336	1139	1274	1699	1711	1701	2144	374	337	625
ENSMUSG00000103948	1	1	14	2	23	17	19	65	49	50	71	18	10	21
ENSMUSG00000087233	0	0	1	4	3	6	14	7	17	7	19	6	3	7
ENSMUSG00000026090	166	205	309	146	444	460	422	556	536	685	637	164	143	277
ENSMUSG00000089767	1	0	3	3	7	5	7	17	18	13	25	3	2	7
ENSMUSG00000104365	0	4	7	0	18	13	14	63	38	41	29	8	9	16
ENSMUSG00000102650	3	6	13	1	35	16	21	99	71	57	53	10	10	18
ENSMUSG00000060771	18	16	32	12	79	70	80	253	245	264	352	60	76	95
ENSMUSG00000097268	0	0	0	0	0	0	0	1	1	0	6	0	0	1
ENSMUSG00000037216	14	24	32	15	61	59	67	144	111	127	170	24	24	41
ENSMUSG00000026088	46	84	118	52	351	235	311	505	430	542	719	104	110	148
ENSMUSG00000026087	177	215	279	191	650	490	494	780	980	867	1132	87	210	244
ENSMUSG00000061584	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000087374	0	0	0	0	0	0	0	0	2	2	1	0	0	0
ENSMUSG00000026085	0	0	0	0	1	2	2	4	12	6	6	0	0	1
ENSMUSG00000089141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058407	219	219	359	204	988	822	1033	1482	1476	1631	2318	282	403	524
ENSMUSG00000026083	288	372	526	300	1913	1543	1433	2488	2493	2454	3692	488	615	703
ENSMUSG00000026082	98	101	211	78	408	330	337	889	804	853	1343	211	198	354
ENSMUSG00000103804	1	7	16	2	22	17	20	80	56	43	98	16	12	19
ENSMUSG00000102716	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000037138	12	10	29	16	152	142	163	527	277	469	486	47	76	87
ENSMUSG00000085391	0	0	2	0	9	9	10	37	12	18	33	2	2	3
ENSMUSG00000085280	1	0	0	0	8	4	5	22	14	18	15	0	1	3
ENSMUSG00000087131	0	0	0	0	3	1	2	20	15	23	15	3	6	4
ENSMUSG00000102984	0	0	0	0	2	0	3	8	4	10	5	3	0	4
ENSMUSG00000102541	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103531	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000048814	2	2	5	3	17	18	19	67	58	71	95	3	35	24
ENSMUSG00000026080	1	1	5	0	5	9	11	103	93	128	132	8	18	22
ENSMUSG00000103647	0	0	0	0	0	1	0	1	1	1	4	0	0	0
ENSMUSG00000102447	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000067604	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026078	94	84	128	73	384	313	447	718	862	1027	1184	128	184	183
ENSMUSG00000103046	3	1	13	0	26	23	39	114	99	82	120	29	25	31
ENSMUSG00000104188	0	0	0	0	2	2	2	7	3	3	4	0	5	0
ENSMUSG00000103182	0	0	0	0	0	0	0	0	0	2	1	0	0	0
ENSMUSG00000098833	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026077	12	19	29	6	339	319	357	88	79	117	147	50	70	38
ENSMUSG00000092553	0	0	1	1	14	7	3	7	8	6	5	1	0	0
ENSMUSG00000092563	1	0	1	0	18	15	18	8	7	11	17	3	4	3
ENSMUSG00000073702	680	606	1194	540	1622	1309	1660	2671	2886	3192	3465	267	677	910
ENSMUSG00000003134	1282	1425	2167	853	4280	3341	2093	1182	1028	1208	1432	331	406	372
ENSMUSG00000102607	8	14	21	2	121	64	55	37	33	31	29	4	5	7
ENSMUSG00000065629	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104827	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003135	99	95	137	78	280	256	294	558	615	689	857	99	171	164
ENSMUSG00000085894	7	11	24	11	43	43	80	102	90	99	133	15	34	39
ENSMUSG00000077704	2	2	2	2	6	8	11	30	19	17	20	8	9	10
ENSMUSG00000048234	469	349	466	262	1417	1187	1397	988	1010	1219	1355	184	241	356
ENSMUSG00000064936	1	4	6	3	18	9	19	36	24	22	32	8	9	11
ENSMUSG00000102471	0	0	0	0	0	0	0	0	3	0	2	0	0	2
ENSMUSG00000050967	1	3	1	1	7	4	3	10	13	15	25	7	10	16
ENSMUSG00000097083	0	0	0	0	0	1	1	0	0	2	2	0	0	3
ENSMUSG00000057173	0	0	0	0	2	1	2	4	1	1	6	0	2	0
ENSMUSG00000091937	0	0	0	0	1	0	0	0	1	1	2	0	0	0
ENSMUSG00000101634	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000026074	430	449	660	315	1729	1701	2843	4091	3554	4313	5011	1163	1755	1513
ENSMUSG00000102985	0	0	0	0	0	0	0	0	0	1	2	0	0	0
ENSMUSG00000026073	17	4	5	3	38	21	34	79	120	103	78	6	14	10
ENSMUSG00000097899	0	0	2	0	0	1	3	9	4	5	14	2	3	4
ENSMUSG00000102975	0	0	0	2	2	0	0	1	0	0	0	0	1	0
ENSMUSG00000026072	25	64	107	39	228	267	272	609	648	795	1015	183	277	259
ENSMUSG00000103560	0	10	15	5	22	20	23	69	49	45	74	33	19	21
ENSMUSG00000070942	72	96	158	76	559	473	422	787	663	968	1032	134	243	257
ENSMUSG00000103230	1	3	6	4	36	23	25	38	36	44	53	10	6	20
ENSMUSG00000026069	7	5	8	9	71	55	89	138	142	268	317	27	74	79
ENSMUSG00000026070	115	37	80	27	441	355	417	145	95	159	170	77	34	131
ENSMUSG00000026068	171	33	71	32	634	495	246	47	49	56	100	15	13	24
ENSMUSG00000104441	0	0	2	1	6	3	2	0	0	0	0	0	0	0
ENSMUSG00000026065	1965	1419	1955	1178	2692	1960	1167	23	14	27	38	7	2	8
ENSMUSG00000102676	49	85	88	50	198	136	132	7	2	4	6	1	0	2
ENSMUSG00000026062	150	132	192	105	326	254	88	19	79	45	43	12	19	20
ENSMUSG00000103679	1	2	2	1	0	1	1	0	0	0	0	2	0	0
ENSMUSG00000103270	0	1	3	1	5	2	2	4	3	2	1	2	0	0
ENSMUSG00000041945	14	14	13	10	37	30	19	46	48	40	47	6	21	17
ENSMUSG00000079588	60	80	159	67	206	137	309	486	1266	534	927	125	231	226
ENSMUSG00000094136	1	0	2	0	4	1	2	5	0	2	0	4	2	1
ENSMUSG00000104072	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100832	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100178	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000101877	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053640	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101919	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101299	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060424	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104199	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093436	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045515	1	0	0	0	0	0	0	0	1	3	0	0	1	1
ENSMUSG00000097063	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000099784	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060679	87	70	136	77	307	296	404	860	836	806	997	173	258	331
ENSMUSG00000077448	0	1	0	0	4	1	2	16	7	8	7	3	1	3
ENSMUSG00000041907	0	0	1	0	2	1	0	5	5	6	11	0	3	1
ENSMUSG00000089088	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070939	263	248	426	195	765	657	706	939	1026	1070	1220	253	322	370
ENSMUSG00000100269	0	0	1	0	2	2	1	8	4	3	2	0	0	2
ENSMUSG00000041878	3	2	5	2	5	4	10	23	18	17	31	3	11	7
ENSMUSG00000010290	131	117	177	95	357	343	360	778	838	899	1138	109	208	229
ENSMUSG00000008136	10	3	12	4	80	73	108	188	192	323	298	30	84	44
ENSMUSG00000094497	0	0	0	0	0	0	0	0	0	0	2	0	1	0
ENSMUSG00000099576	0	0	0	0	0	0	0	2	1	1	1	1	0	1
ENSMUSG00000099694	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101923	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066877	54	48	72	42	397	422	714	877	870	938	960	358	651	464
ENSMUSG00000103422	1	0	3	0	28	34	31	177	102	87	139	41	31	30
ENSMUSG00000103945	2	5	10	5	42	26	52	239	175	138	171	42	45	49
ENSMUSG00000026051	4	2	3	0	28	48	46	158	234	384	379	35	14	141
ENSMUSG00000100764	1	3	3	0	7	2	4	13	11	9	14	2	1	5
ENSMUSG00000100635	0	0	1	0	1	6	2	12	6	12	28	4	2	5
ENSMUSG00000100480	1	1	0	2	5	5	4	19	15	16	22	4	0	4
ENSMUSG00000057363	40	60	80	47	298	224	157	410	446	423	535	84	123	165
ENSMUSG00000090243	0	2	6	0	6	8	9	18	11	13	13	2	2	4
ENSMUSG00000100701	0	0	0	0	0	0	0	0	1	2	1	0	1	2
ENSMUSG00000101395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088848	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095757	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041763	379	530	782	394	1767	1591	1674	2823	2696	2910	4035	521	759	801
ENSMUSG00000047343	6	9	19	9	40	25	26	83	104	84	120	14	14	21
ENSMUSG00000090106	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSMUSG00000091844	8	12	14	6	28	16	22	15	9	13	22	2	4	5
ENSMUSG00000026049	69	71	136	70	171	167	104	165	227	206	307	21	30	53
ENSMUSG00000101104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026047	23	23	37	25	229	190	164	454	535	615	684	92	124	127
ENSMUSG00000041684	80	101	103	61	230	180	262	551	595	642	848	105	171	159
ENSMUSG00000026048	116	140	193	86	460	405	430	1158	1064	1130	1546	234	312	302
ENSMUSG00000046828	0	0	0	0	0	0	0	0	16	2	2	0	0	1
ENSMUSG00000089703	0	0	0	0	0	0	0	0	3	0	2	0	1	0
ENSMUSG00000100966	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000100769	0	0	0	1	0	1	0	11	4	3	10	4	2	1
