Geneid	L10_WT1	L10_WT2	L10_WT3	L10_WT4	p6_WT1	p6_WT2	p6_WT4
ENSMUSG00000104237	0	0	0	0	0	0	0
ENSMUSG00000106804	0	0	0	0	0	0	0
ENSMUSG00000026117	1	2	4	1	13	8	14
ENSMUSG00000097291	0	0	0	0	5	0	1
ENSMUSG00000026116	272	425	618	253	552	786	796
ENSMUSG00000103016	0	0	0	0	1	0	2
ENSMUSG00000102930	3	9	18	6	27	29	33
ENSMUSG00000103159	6	13	36	5	54	45	55
ENSMUSG00000080054	0	0	1	1	0	0	0
ENSMUSG00000095944	0	0	0	0	0	0	0
ENSMUSG00000050122	0	0	1	0	5	3	2
ENSMUSG00000103603	0	0	0	0	0	0	0
ENSMUSG00000026114	0	0	0	0	0	2	1
ENSMUSG00000102231	0	0	0	0	0	0	0
ENSMUSG00000026113	40	64	128	50	307	309	396
ENSMUSG00000086064	1	1	5	1	12	7	11
ENSMUSG00000102879	0	0	1	1	2	1	8
ENSMUSG00000026112	453	484	659	346	329	702	602
ENSMUSG00000026111	208	179	279	133	93	137	192
ENSMUSG00000026110	390	478	654	314	374	337	625
ENSMUSG00000103948	1	1	14	2	18	10	21
ENSMUSG00000087233	0	0	1	4	6	3	7
ENSMUSG00000026090	166	205	309	146	164	143	277
ENSMUSG00000089767	1	0	3	3	3	2	7
ENSMUSG00000104365	0	4	7	0	8	9	16
ENSMUSG00000102650	3	6	13	1	10	10	18
ENSMUSG00000060771	18	16	32	12	60	76	95
ENSMUSG00000097268	0	0	0	0	0	0	1
ENSMUSG00000037216	14	24	32	15	24	24	41
ENSMUSG00000026088	46	84	118	52	104	110	148
ENSMUSG00000026087	177	215	279	191	87	210	244
ENSMUSG00000061584	0	0	0	0	0	0	0
ENSMUSG00000087374	0	0	0	0	0	0	0
ENSMUSG00000026085	0	0	0	0	0	0	1
ENSMUSG00000089141	0	0	0	0	0	0	0
ENSMUSG00000058407	219	219	359	204	282	403	524
ENSMUSG00000026083	288	372	526	300	488	615	703
ENSMUSG00000026082	98	101	211	78	211	198	354
ENSMUSG00000103804	1	7	16	2	16	12	19
ENSMUSG00000102716	0	0	0	0	0	0	0
ENSMUSG00000037138	12	10	29	16	47	76	87
ENSMUSG00000085391	0	0	2	0	2	2	3
ENSMUSG00000085280	1	0	0	0	0	1	3
ENSMUSG00000087131	0	0	0	0	3	6	4
ENSMUSG00000102984	0	0	0	0	3	0	4
ENSMUSG00000102541	0	0	0	0	0	0	0
ENSMUSG00000103531	0	0	0	0	0	0	0
ENSMUSG00000048814	2	2	5	3	3	35	24
ENSMUSG00000026080	1	1	5	0	8	18	22
ENSMUSG00000103647	0	0	0	0	0	0	0
ENSMUSG00000102447	0	0	0	0	0	1	0
ENSMUSG00000067604	0	0	0	0	0	0	0
ENSMUSG00000026078	94	84	128	73	128	184	183
ENSMUSG00000103046	3	1	13	0	29	25	31
ENSMUSG00000104188	0	0	0	0	0	5	0
ENSMUSG00000103182	0	0	0	0	0	0	0
ENSMUSG00000098833	0	0	0	0	0	0	0
ENSMUSG00000026077	12	19	29	6	50	70	38
ENSMUSG00000092553	0	0	1	1	1	0	0
ENSMUSG00000092563	1	0	1	0	3	4	3
ENSMUSG00000073702	680	606	1194	540	267	677	910
ENSMUSG00000003134	1282	1425	2167	853	331	406	372
ENSMUSG00000102607	8	14	21	2	4	5	7
ENSMUSG00000065629	0	0	0	0	0	0	0
ENSMUSG00000104827	0	0	0	0	0	0	0
ENSMUSG00000003135	99	95	137	78	99	171	164
ENSMUSG00000085894	7	11	24	11	15	34	39
ENSMUSG00000077704	2	2	2	2	8	9	10
ENSMUSG00000048234	469	349	466	262	184	241	356
ENSMUSG00000064936	1	4	6	3	8	9	11
ENSMUSG00000102471	0	0	0	0	0	0	2
ENSMUSG00000050967	1	3	1	1	7	10	16
ENSMUSG00000097083	0	0	0	0	0	0	3
ENSMUSG00000057173	0	0	0	0	0	2	0
ENSMUSG00000091937	0	0	0	0	0	0	0
ENSMUSG00000101634	0	0	0	0	0	0	0
ENSMUSG00000026074	430	449	660	315	1163	1755	1513
ENSMUSG00000102985	0	0	0	0	0	0	0
ENSMUSG00000026073	17	4	5	3	6	14	10
ENSMUSG00000097899	0	0	2	0	2	3	4
ENSMUSG00000102975	0	0	0	2	0	1	0
ENSMUSG00000026072	25	64	107	39	183	277	259
ENSMUSG00000103560	0	10	15	5	33	19	21
ENSMUSG00000070942	72	96	158	76	134	243	257
ENSMUSG00000103230	1	3	6	4	10	6	20
ENSMUSG00000026069	7	5	8	9	27	74	79
ENSMUSG00000026070	115	37	80	27	77	34	131
ENSMUSG00000026068	171	33	71	32	15	13	24
ENSMUSG00000104441	0	0	2	1	0	0	0
ENSMUSG00000026065	1965	1419	1955	1178	7	2	8
ENSMUSG00000102676	49	85	88	50	1	0	2
ENSMUSG00000026062	150	132	192	105	12	19	20
ENSMUSG00000103679	1	2	2	1	2	0	0
ENSMUSG00000103270	0	1	3	1	2	0	0
ENSMUSG00000041945	14	14	13	10	6	21	17
ENSMUSG00000079588	60	80	159	67	125	231	226
ENSMUSG00000094136	1	0	2	0	4	2	1
ENSMUSG00000104072	0	0	0	0	0	0	0
ENSMUSG00000100185	0	0	0	0	0	0	0
ENSMUSG00000100832	0	0	0	0	0	0	0
ENSMUSG00000100178	0	0	0	0	0	0	0
ENSMUSG00000101877	0	0	0	0	0	0	0
ENSMUSG00000053640	0	0	0	0	0	0	0
ENSMUSG00000101919	0	0	0	0	0	0	0
ENSMUSG00000101299	0	0	0	0	0	0	0
ENSMUSG00000100180	0	0	0	0	0	0	0
ENSMUSG00000103106	0	0	0	0	0	0	0
ENSMUSG00000060424	0	0	0	0	0	0	0
ENSMUSG00000104199	0	0	0	0	0	0	0
ENSMUSG00000093436	0	0	0	0	0	0	0
ENSMUSG00000045515	1	0	0	0	0	1	1
ENSMUSG00000097063	0	0	0	0	0	0	0
ENSMUSG00000099784	0	0	0	0	0	0	0
ENSMUSG00000060679	87	70	136	77	173	258	331
ENSMUSG00000077448	0	1	0	0	3	1	3
ENSMUSG00000041907	0	0	1	0	0	3	1
ENSMUSG00000089088	0	0	0	0	0	0	0
ENSMUSG00000070939	263	248	426	195	253	322	370
ENSMUSG00000100269	0	0	1	0	0	0	2
ENSMUSG00000041878	3	2	5	2	3	11	7
ENSMUSG00000010290	131	117	177	95	109	208	229
ENSMUSG00000008136	10	3	12	4	30	84	44
ENSMUSG00000094497	0	0	0	0	0	1	0
ENSMUSG00000099576	0	0	0	0	1	0	1
ENSMUSG00000099694	0	0	0	0	0	0	0
ENSMUSG00000101923	0	0	0	0	0	0	0
ENSMUSG00000066877	54	48	72	42	358	651	464
ENSMUSG00000103422	1	0	3	0	41	31	30
ENSMUSG00000103945	2	5	10	5	42	45	49
ENSMUSG00000026051	4	2	3	0	35	14	141
ENSMUSG00000100764	1	3	3	0	2	1	5
ENSMUSG00000100635	0	0	1	0	4	2	5
ENSMUSG00000100480	1	1	0	2	4	0	4
ENSMUSG00000057363	40	60	80	47	84	123	165
ENSMUSG00000090243	0	2	6	0	2	2	4
ENSMUSG00000100701	0	0	0	0	0	1	2
ENSMUSG00000101395	0	0	0	0	0	0	0
ENSMUSG00000088848	0	0	0	0	0	0	0
ENSMUSG00000095757	0	0	0	0	0	0	0
ENSMUSG00000041763	379	530	782	394	521	759	801
ENSMUSG00000047343	6	9	19	9	14	14	21
ENSMUSG00000090106	0	0	0	0	0	0	0
ENSMUSG00000091844	8	12	14	6	2	4	5
ENSMUSG00000026049	69	71	136	70	21	30	53
ENSMUSG00000101104	0	0	0	0	0	0	0
ENSMUSG00000026047	23	23	37	25	92	124	127
ENSMUSG00000041684	80	101	103	61	105	171	159
ENSMUSG00000026048	116	140	193	86	234	312	302
ENSMUSG00000046828	0	0	0	0	0	0	1
ENSMUSG00000089703	0	0	0	0	0	1	0
ENSMUSG00000100966	0	0	0	0	0	1	0
ENSMUSG00000100769	0	0	0	1	4	2	1
ENSMUSG00000101567	0	2	0	0	1	0	1
ENSMUSG00000056870	313	283	531	266	162	229	206
ENSMUSG00000102319	13	70	106	28	84	82	94
ENSMUSG00000089877	1	3	7	1	23	13	4
ENSMUSG00000101701	0	8	12	4	13	4	8
ENSMUSG00000103071	0	3	6	1	1	4	5
ENSMUSG00000100434	0	0	0	0	0	0	0
ENSMUSG00000100013	0	0	0	0	0	0	0
ENSMUSG00000101251	0	0	0	0	0	0	0
ENSMUSG00000101937	0	0	0	0	0	0	0
ENSMUSG00000026043	3166	4767	6308	4257	3728	60251	23927
ENSMUSG00000105211	0	0	0	0	0	0	0
ENSMUSG00000026042	247	356	494	299	777	5692	2940
ENSMUSG00000104476	5	8	32	9	40	134	147
ENSMUSG00000100218	0	0	0	0	0	0	0
ENSMUSG00000100361	0	0	0	0	0	1	0
ENSMUSG00000100894	0	0	1	0	0	1	0
ENSMUSG00000095121	0	0	0	1	0	1	0
ENSMUSG00000065255	1	0	0	0	0	0	0
ENSMUSG00000100843	0	0	0	0	1	5	0
ENSMUSG00000087764	0	0	0	0	0	0	0
ENSMUSG00000025995	116	110	203	97	203	360	415
ENSMUSG00000099850	0	0	0	0	0	1	1
ENSMUSG00000084817	1	3	2	1	4	10	2
ENSMUSG00000098549	0	0	0	0	0	0	0
ENSMUSG00000099381	0	0	0	2	0	1	3
ENSMUSG00000025993	14	10	29	9	90	148	425
ENSMUSG00000099946	0	0	0	0	0	0	0
ENSMUSG00000070896	0	1	0	0	0	0	0
ENSMUSG00000090682	0	0	0	0	0	0	0
ENSMUSG00000044457	0	0	0	0	0	0	0
ENSMUSG00000099432	0	0	0	0	0	0	0
ENSMUSG00000041144	7	6	14	9	48	86	74
ENSMUSG00000096047	0	0	0	0	0	0	0
ENSMUSG00000101262	1	1	0	2	1	1	4
ENSMUSG00000101337	2	0	1	2	6	10	9
ENSMUSG00000025986	203	279	347	206	276	476	442
ENSMUSG00000100213	4	9	23	4	40	37	39
ENSMUSG00000103129	2	4	6	3	17	2	8
ENSMUSG00000100160	0	0	0	0	1	0	0
ENSMUSG00000101921	0	0	0	0	0	0	0
ENSMUSG00000101447	0	0	0	0	0	0	0
ENSMUSG00000081185	0	0	0	0	1	0	0
ENSMUSG00000103246	0	0	0	0	0	0	0
ENSMUSG00000098876	0	0	0	0	0	0	0
ENSMUSG00000100530	0	0	0	0	0	0	0
ENSMUSG00000104067	0	0	0	0	0	0	0
ENSMUSG00000100033	1	1	0	0	3	2	0
ENSMUSG00000094968	0	0	0	0	0	0	0
ENSMUSG00000088017	0	0	0	0	0	0	0
ENSMUSG00000101996	0	0	0	0	0	0	0
ENSMUSG00000096973	0	0	0	0	0	0	0
ENSMUSG00000064943	0	0	0	0	0	0	0
ENSMUSG00000100866	0	0	0	0	0	0	0
ENSMUSG00000101721	0	0	0	0	0	0	0
ENSMUSG00000099376	0	0	0	0	0	0	0
ENSMUSG00000097883	0	0	0	0	0	0	0
ENSMUSG00000092790	0	0	0	0	0	0	0
ENSMUSG00000099698	0	0	0	0	0	0	0
ENSMUSG00000099454	0	0	0	0	0	0	0
ENSMUSG00000051616	0	0	0	0	0	0	0
ENSMUSG00000099627	0	0	0	0	0	0	0
ENSMUSG00000099577	0	0	0	0	0	0	0
ENSMUSG00000099882	0	0	0	0	0	0	0
ENSMUSG00000101760	0	0	0	0	0	0	0
ENSMUSG00000099608	0	0	0	0	0	0	0
ENSMUSG00000099864	0	0	0	0	0	0	0
ENSMUSG00000098249	0	0	0	0	0	0	0
ENSMUSG00000100451	0	0	0	0	0	0	0
ENSMUSG00000099941	0	0	0	0	0	0	0
ENSMUSG00000084531	0	0	0	0	0	0	0
ENSMUSG00000100816	0	0	0	0	0	0	0
ENSMUSG00000026109	20	2	18	9	41	98	73
ENSMUSG00000100671	0	0	0	0	0	0	0
ENSMUSG00000092906	0	0	0	0	1	0	2
ENSMUSG00000101242	0	0	0	0	0	2	1
ENSMUSG00000099924	0	0	2	1	3	12	7
ENSMUSG00000099625	0	0	0	0	2	2	3
ENSMUSG00000101799	1	0	2	0	0	2	3
ENSMUSG00000045954	496	486	820	429	752	1445	1101
ENSMUSG00000099741	0	0	0	1	1	3	1
ENSMUSG00000101702	0	0	0	0	0	0	0
ENSMUSG00000026107	107	377	550	203	975	966	990
ENSMUSG00000099413	10	9	15	5	1	4	2
ENSMUSG00000103424	0	0	0	0	0	0	0
ENSMUSG00000101741	0	0	1	0	1	0	0
ENSMUSG00000018417	91	117	254	90	532	797	568
ENSMUSG00000101724	2	1	4	0	14	18	10
ENSMUSG00000100313	5	4	2	4	20	21	26
ENSMUSG00000100696	0	0	0	0	0	0	0
ENSMUSG00000099135	0	0	0	0	0	0	0
ENSMUSG00000072324	0	0	0	0	0	1	1
ENSMUSG00000062939	0	1	2	1	12	10	13
ENSMUSG00000101628	0	0	0	0	1	1	2
ENSMUSG00000078291	2	0	1	0	0	1	1
ENSMUSG00000026104	84	96	190	89	199	291	389
ENSMUSG00000099569	2	5	12	2	14	17	22
ENSMUSG00000026103	297	278	529	211	828	1275	1293
ENSMUSG00000099648	0	0	0	0	0	0	0
ENSMUSG00000065192	0	0	0	0	1	0	1
ENSMUSG00000002881	532	530	739	474	341	550	626
ENSMUSG00000097833	0	2	3	2	4	12	0
ENSMUSG00000101501	1	0	1	0	6	1	6
ENSMUSG00000100120	0	0	1	0	3	1	3
ENSMUSG00000099878	0	1	1	1	1	0	2
ENSMUSG00000100007	0	0	0	0	0	0	0
ENSMUSG00000043015	12	14	37	19	97	76	141
ENSMUSG00000103630	5	5	11	5	20	7	21
ENSMUSG00000041439	955	1005	1404	767	506	492	874
ENSMUSG00000100302	14	25	48	14	29	19	44
ENSMUSG00000100230	0	0	2	1	0	0	0
ENSMUSG00000026102	84	89	162	73	148	204	194
ENSMUSG00000041426	326	225	411	206	198	398	338
ENSMUSG00000089802	1	0	2	2	3	3	3
ENSMUSG00000043629	222	331	451	213	19	45	44
ENSMUSG00000026100	0	0	1	0	3	146	247
ENSMUSG00000089334	0	0	0	0	0	0	0
ENSMUSG00000060715	0	0	0	0	0	1	3
ENSMUSG00000026098	22	19	43	19	64	95	118
ENSMUSG00000100763	1	0	1	0	1	1	4
ENSMUSG00000026097	66	40	68	44	38	84	124
ENSMUSG00000100679	0	1	0	0	0	0	0
ENSMUSG00000026096	29	31	50	31	75	86	99
ENSMUSG00000099913	0	1	1	0	2	1	1
ENSMUSG00000101838	0	0	1	0	0	1	0
ENSMUSG00000026095	66	47	74	30	19	39	60
ENSMUSG00000100267	0	0	0	0	0	0	0
ENSMUSG00000099450	0	0	0	0	0	0	0
ENSMUSG00000100069	0	0	0	0	0	0	0
ENSMUSG00000096141	0	0	0	0	0	0	0
ENSMUSG00000092657	0	0	0	0	0	0	0
ENSMUSG00000026094	716	601	1049	530	91	198	252
ENSMUSG00000102405	0	0	0	0	0	1	0
ENSMUSG00000042807	147	143	379	110	132	132	144
ENSMUSG00000098443	0	0	0	1	0	1	0
ENSMUSG00000087949	1	0	0	0	0	1	0
ENSMUSG00000102868	0	0	2	1	1	4	7
ENSMUSG00000094013	0	0	0	0	0	0	0
ENSMUSG00000025983	0	1	0	0	3	4	3
ENSMUSG00000041303	122	153	175	113	209	264	359
ENSMUSG00000073678	44	20	57	27	96	186	184
ENSMUSG00000104136	1	0	3	1	6	5	10
ENSMUSG00000101130	0	0	0	0	0	0	0
ENSMUSG00000052331	46	45	109	40	249	376	366
ENSMUSG00000101674	2	2	9	7	23	16	22
ENSMUSG00000102503	2	1	3	4	8	7	12
ENSMUSG00000089245	0	0	0	0	1	1	3
ENSMUSG00000102642	8	3	12	3	28	34	64
ENSMUSG00000025982	1319	1395	2290	1031	2939	3033	3693
ENSMUSG00000103030	0	0	2	0	0	2	0
ENSMUSG00000025981	128	125	189	128	81	143	178
ENSMUSG00000101122	3	3	12	3	9	13	9
ENSMUSG00000025980	545	509	730	417	708	1594	1520
ENSMUSG00000073676	193	158	294	172	127	319	420
ENSMUSG00000100736	0	0	0	0	0	1	1
ENSMUSG00000089670	0	0	0	0	3	2	2
ENSMUSG00000025979	296	245	345	260	163	424	394
ENSMUSG00000061863	2	2	2	0	2	1	4
ENSMUSG00000025978	89	197	180	136	146	154	214
ENSMUSG00000097649	8	16	11	7	19	19	14
ENSMUSG00000046994	205	360	548	260	258	259	450
ENSMUSG00000025977	6	9	14	3	7	3	11
ENSMUSG00000100030	0	0	0	0	0	0	0
ENSMUSG00000100215	0	2	0	2	4	14	3
ENSMUSG00000101945	0	0	0	0	0	0	0
ENSMUSG00000101085	0	0	0	0	0	0	0
ENSMUSG00000038349	517	556	630	275	92	151	108
ENSMUSG00000102145	8	105	166	49	37	44	61
ENSMUSG00000100309	0	0	0	0	0	0	0
ENSMUSG00000102831	5	25	107	11	19	20	30
ENSMUSG00000099950	0	0	0	0	0	0	0
ENSMUSG00000102491	0	0	0	0	0	0	0
ENSMUSG00000100372	0	0	0	0	0	0	0
ENSMUSG00000100944	0	0	0	0	0	0	0
ENSMUSG00000101332	0	0	0	0	0	0	0
ENSMUSG00000045336	0	0	0	0	0	0	0
ENSMUSG00000038331	5	7	20	1	18	9	13
ENSMUSG00000087022	1	0	0	0	1	1	1
ENSMUSG00000104310	0	0	0	0	0	0	0
ENSMUSG00000094128	0	0	0	0	0	1	0
ENSMUSG00000099945	0	0	0	0	0	0	0
ENSMUSG00000101429	0	1	0	0	1	2	0
ENSMUSG00000101129	0	0	0	0	0	0	0
ENSMUSG00000097519	0	0	1	1	2	4	5
ENSMUSG00000038323	67	49	73	40	35	60	84
ENSMUSG00000048495	22	21	41	15	56	60	70
ENSMUSG00000025971	67	56	90	45	57	93	136
ENSMUSG00000077776	0	0	0	0	0	0	0
ENSMUSG00000088353	0	0	0	0	0	0	0
ENSMUSG00000101826	0	0	0	0	0	0	0
ENSMUSG00000102685	0	0	0	0	0	0	0
ENSMUSG00000101151	0	0	0	0	0	0	0
ENSMUSG00000038305	12	28	21	18	64	139	109
ENSMUSG00000091283	0	0	2	1	3	7	3
ENSMUSG00000054770	38	26	71	21	139	158	193
ENSMUSG00000026039	0	3	3	3	24	49	62
ENSMUSG00000063558	82	45	104	34	443	472	351
ENSMUSG00000064294	12	4	22	4	27	30	66
ENSMUSG00000089275	0	0	0	0	0	0	2
ENSMUSG00000038242	0	0	1	0	3	1	2
ENSMUSG00000089822	0	0	2	0	0	0	1
ENSMUSG00000079554	0	1	1	1	4	6	3
ENSMUSG00000103839	8	9	16	4	31	24	33
ENSMUSG00000051223	856	887	1246	790	581	1248	1362
ENSMUSG00000026034	575	620	1023	427	1991	1514	1797
ENSMUSG00000026035	64	27	72	43	66	98	157
ENSMUSG00000026036	56	59	80	61	91	145	185
ENSMUSG00000026037	105	68	110	68	100	204	236
ENSMUSG00000094245	0	0	1	0	0	1	0
ENSMUSG00000085054	3	5	7	4	13	13	22
ENSMUSG00000038174	551	454	680	378	355	590	589
ENSMUSG00000026032	224	175	256	159	94	238	195
ENSMUSG00000100202	0	0	0	0	0	0	0
ENSMUSG00000099490	0	0	0	0	0	0	0
ENSMUSG00000059647	0	1	0	1	0	0	0
ENSMUSG00000047528	1	0	3	2	9	36	9
ENSMUSG00000102059	6	14	21	10	21	30	29
ENSMUSG00000101046	0	0	0	0	0	0	0
ENSMUSG00000026031	486	606	947	412	733	1036	1143
ENSMUSG00000100236	0	0	1	0	0	0	1
ENSMUSG00000026029	166	184	267	138	285	390	369
ENSMUSG00000102719	8	18	33	11	87	70	99
ENSMUSG00000099719	1	0	4	1	4	5	6
ENSMUSG00000026028	320	439	661	283	367	617	682
ENSMUSG00000026027	73	77	123	47	68	107	123
ENSMUSG00000047383	0	0	0	0	1	1	0
ENSMUSG00000099752	0	0	0	0	0	0	0
ENSMUSG00000072295	0	0	0	0	0	0	0
ENSMUSG00000077616	0	0	0	0	0	0	0
ENSMUSG00000038079	7	9	18	6	23	48	58
ENSMUSG00000097573	4	6	2	0	6	3	5
ENSMUSG00000079550	0	0	3	1	21	2	4
ENSMUSG00000101586	0	6	6	3	5	11	6
ENSMUSG00000099563	0	0	0	0	1	2	2
ENSMUSG00000026024	64	90	131	48	212	297	248
ENSMUSG00000026023	0	0	1	0	4	5	5
ENSMUSG00000099922	0	0	0	0	0	0	0
ENSMUSG00000104502	1	0	0	0	1	1	2
ENSMUSG00000041075	86	89	140	71	461	873	1109
ENSMUSG00000097819	3	3	3	1	20	18	38
ENSMUSG00000047361	1	1	7	0	21	10	22
ENSMUSG00000099811	0	0	0	0	0	0	0
ENSMUSG00000101409	0	0	0	0	0	0	0
ENSMUSG00000026021	273	192	324	226	142	230	338
ENSMUSG00000089276	0	0	0	0	0	0	0
ENSMUSG00000103821	5	7	27	8	41	28	40
ENSMUSG00000101400	0	0	1	0	6	6	2
ENSMUSG00000026020	100	126	208	175	390	660	833
ENSMUSG00000077345	1	2	4	1	2	5	6
ENSMUSG00000077358	0	0	0	0	0	0	0
ENSMUSG00000089512	0	1	0	1	2	7	3
ENSMUSG00000089093	1	1	0	1	2	2	2
ENSMUSG00000067336	421	437	718	343	899	1816	1586
ENSMUSG00000104052	2	4	11	4	22	29	44
ENSMUSG00000103131	0	0	1	0	1	3	3
ENSMUSG00000041040	128	131	182	82	204	304	339
ENSMUSG00000103696	6	11	21	4	50	37	60
ENSMUSG00000100901	1	1	4	1	5	9	8
ENSMUSG00000026018	2	6	15	5	24	13	14
ENSMUSG00000026019	75	99	151	73	188	204	318
ENSMUSG00000026017	30	47	86	43	144	154	170
ENSMUSG00000082609	0	1	4	0	4	2	2
ENSMUSG00000073664	467	586	1024	500	1487	1642	1693
ENSMUSG00000100516	0	0	0	0	0	0	0
ENSMUSG00000049439	125	117	164	74	111	162	180
ENSMUSG00000103822	0	2	3	1	3	3	17
ENSMUSG00000026782	70	109	208	88	236	432	419
ENSMUSG00000026014	515	739	1433	556	582	690	732
ENSMUSG00000081562	0	3	9	1	8	5	2
ENSMUSG00000084400	0	0	4	3	5	2	0
ENSMUSG00000082160	0	0	0	1	0	0	0
ENSMUSG00000103215	0	0	0	0	0	0	0
ENSMUSG00000088973	0	4	3	0	0	0	0
ENSMUSG00000084151	0	0	2	2	0	0	0
ENSMUSG00000101188	6	7	7	8	29	53	85
ENSMUSG00000026012	17	17	28	15	8	8	24
ENSMUSG00000086795	0	0	1	0	0	0	0
ENSMUSG00000085965	1	0	0	1	3	1	1
ENSMUSG00000104069	0	1	0	0	0	0	0
ENSMUSG00000083118	0	0	0	0	0	0	0
ENSMUSG00000083355	0	2	0	0	0	0	1
ENSMUSG00000102549	0	0	0	0	0	0	0
ENSMUSG00000026011	0	0	3	0	0	0	5
ENSMUSG00000081382	0	2	2	2	2	3	2
ENSMUSG00000080800	0	0	0	0	0	0	0
ENSMUSG00000026009	0	0	2	0	2	7	3
ENSMUSG00000102561	0	0	0	0	0	0	1
ENSMUSG00000082804	0	0	1	0	0	0	1
ENSMUSG00000082661	0	0	0	0	0	0	0
ENSMUSG00000080785	0	0	0	0	0	0	0
ENSMUSG00000100893	0	0	0	0	0	0	0
ENSMUSG00000085248	0	0	0	0	0	0	0
ENSMUSG00000085447	0	0	0	0	0	0	0
ENSMUSG00000086408	0	0	0	0	0	0	0
ENSMUSG00000089546	0	0	0	0	0	0	0
ENSMUSG00000100965	0	0	0	0	0	0	0
ENSMUSG00000102168	0	0	0	0	0	0	0
ENSMUSG00000100381	0	0	0	0	0	0	0
ENSMUSG00000086009	0	0	0	0	0	0	0
ENSMUSG00000052062	47	33	68	36	380	340	465
ENSMUSG00000103656	1	3	8	3	20	17	38
ENSMUSG00000104402	1	7	5	1	15	27	24
ENSMUSG00000104081	1	0	4	1	3	9	6
ENSMUSG00000085842	2	0	3	2	28	19	31
ENSMUSG00000103002	1	2	1	0	14	10	23
ENSMUSG00000100344	0	0	0	0	2	0	2
ENSMUSG00000101509	0	0	0	0	3	4	1
ENSMUSG00000085019	0	0	2	0	5	4	4
ENSMUSG00000102359	2	0	2	1	7	6	10
ENSMUSG00000085400	1	0	1	0	1	5	4
ENSMUSG00000100750	0	0	0	0	2	0	0
ENSMUSG00000081950	0	0	0	0	0	0	0
ENSMUSG00000084333	0	0	0	0	1	2	4
ENSMUSG00000025969	62	104	160	81	401	475	524
ENSMUSG00000100811	2	0	1	0	4	1	4
ENSMUSG00000103032	2	0	3	1	21	14	15
ENSMUSG00000100426	0	0	0	0	1	1	3
ENSMUSG00000040865	290	373	671	265	863	857	1057
ENSMUSG00000104991	0	0	0	0	0	0	0
ENSMUSG00000088953	0	0	0	0	0	1	0
ENSMUSG00000081617	0	0	0	1	0	0	1
ENSMUSG00000081429	1	3	4	3	9	4	5
ENSMUSG00000084799	9	8	34	7	71	50	60
ENSMUSG00000101599	57	63	142	62	272	212	298
ENSMUSG00000025968	482	497	689	364	479	1027	782
ENSMUSG00000077884	0	0	2	1	0	3	1
ENSMUSG00000025967	1738	1811	2465	1539	1357	2111	2844
ENSMUSG00000098850	0	0	0	0	0	0	0
ENSMUSG00000064612	0	1	1	1	2	0	2
ENSMUSG00000105060	0	0	0	0	0	0	0
ENSMUSG00000064602	2	2	5	2	9	8	10
ENSMUSG00000046856	21	5	17	7	6	4	11
ENSMUSG00000094290	0	0	0	0	0	1	0
ENSMUSG00000086730	0	1	1	0	1	1	0
ENSMUSG00000102536	0	0	0	0	0	0	0
ENSMUSG00000087561	0	0	0	0	0	0	0
ENSMUSG00000092705	0	0	0	0	0	0	0
ENSMUSG00000027520	0	1	1	0	5	6	5
ENSMUSG00000094214	0	0	0	0	0	0	0
ENSMUSG00000083039	0	0	0	0	0	0	0
ENSMUSG00000081643	1	1	2	0	1	1	0
ENSMUSG00000025964	39	21	63	29	112	572	339
ENSMUSG00000087823	1	0	0	0	0	0	0
ENSMUSG00000069085	0	0	0	0	0	0	0
ENSMUSG00000083066	0	0	0	0	0	0	0
ENSMUSG00000025963	0	0	0	0	1	1	0
ENSMUSG00000025962	88	59	123	91	99	180	226
ENSMUSG00000025961	0	0	3	0	1	6	4
ENSMUSG00000080817	0	0	0	0	0	0	0
ENSMUSG00000082373	0	0	0	0	0	0	0
ENSMUSG00000044689	0	0	1	1	1	2	3
ENSMUSG00000025959	38	46	115	48	330	327	382
ENSMUSG00000097272	0	0	0	0	0	0	0
ENSMUSG00000098487	0	0	0	1	2	1	2
ENSMUSG00000086836	1	1	8	0	12	7	21
ENSMUSG00000086721	0	0	0	0	0	0	0
ENSMUSG00000101895	0	0	0	0	2	0	0
ENSMUSG00000093228	0	0	0	0	0	0	0
ENSMUSG00000099658	0	0	0	0	0	0	0
ENSMUSG00000025958	344	338	631	285	584	854	899
ENSMUSG00000025956	39	30	58	24	46	68	94
ENSMUSG00000101832	0	0	2	0	0	3	6
ENSMUSG00000100437	0	0	0	0	1	1	1
ENSMUSG00000087213	0	2	2	0	4	3	14
ENSMUSG00000070871	19	28	31	23	38	69	50
ENSMUSG00000045005	75	87	164	44	123	107	157
ENSMUSG00000102140	0	0	1	0	3	0	5
ENSMUSG00000051344	52	55	108	37	192	258	270
ENSMUSG00000097264	0	0	3	0	1	3	1
ENSMUSG00000084416	22	19	27	22	38	76	106
ENSMUSG00000077471	0	0	0	0	0	0	0
ENSMUSG00000025955	0	1	5	0	6	17	13
ENSMUSG00000090042	0	0	0	0	0	0	0
ENSMUSG00000070870	0	0	0	0	0	0	0
ENSMUSG00000067299	0	0	0	0	0	0	0
ENSMUSG00000025952	0	0	0	0	0	0	0
ENSMUSG00000073658	0	0	0	0	0	0	0
ENSMUSG00000100774	0	0	0	0	0	1	0
ENSMUSG00000044429	0	0	0	0	0	0	0
ENSMUSG00000100846	0	0	0	0	0	0	0
ENSMUSG00000044816	0	0	0	0	0	0	3
ENSMUSG00000025950	181	130	229	120	360	900	672
